구분,교육지원청,학원및교습소명,주소,설립자-성명,전화번호,교습과정,교습과목(반),정원,교습기간,총교습시간(분),교습비,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,강사수
학원,동부,충남학원,"대전광역시 중구 선화서로 21 , 1층, 2층, 3층 (선화동)",구현우류은미,042-222-4207,입시,국영수(초등),12,1개월 0일,1680,265000,0,0,0,0,0,0,0,265000,3
학원,동부,충남학원,"대전광역시 중구 선화서로 21 , 1층, 2층, 3층 (선화동)",구현우류은미,042-222-4207,입시,국영수과사(초등),12,1개월 0일,2142,295000,0,0,0,0,0,0,0,295000,3
학원,동부,충남학원,"대전광역시 중구 선화서로 21 , 1층, 2층, 3층 (선화동)",구현우류은미,042-222-4207,입시,국영수(중등),12,1개월 0일,2079,360000,0,0,0,0,0,0,0,360000,3
학원,동부,충남학원,"대전광역시 중구 선화서로 21 , 1층, 2층, 3층 (선화동)",구현우류은미,042-222-4207,입시,국영수과사(중등),12,1개월 0일,3003,410000,0,0,0,0,0,0,0,410000,3
학원,동부,충남학원,"대전광역시 중구 선화서로 21 , 1층, 2층, 3층 (선화동)",구현우류은미,042-222-4207,입시,국영수(고등),12,1개월 0일,1134,180000,0,0,0,0,0,0,0,180000,3
학원,동부,충남학원,"대전광역시 중구 선화서로 21 , 1층, 2층, 3층 (선화동)",구현우류은미,042-222-4207,입시,영수(중등방학특강),12,1개월 0일,600,100000,0,0,0,0,0,0,0,100000,3
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,분장(2),4,1개월 0일,720,400000,0,0,0,0,0,0,0,900000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,바디페인팅(1),5,1개월 0일,720,400000,0,0,0,0,0,0,0,700000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,환타지오브제,5,1개월 0일,720,300000,0,0,0,0,0,0,0,300000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,에어브러쉬,3,1개월 0일,720,400000,0,0,0,0,0,0,0,1300000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,뷰티스타일리스트,4,1개월 0일,360,300000,0,0,0,0,0,0,0,300000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,퍼스널컬러,3,1개월 0일,720,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일아트국가,8,1개월 0일,2160,300000,0,0,0,0,0,0,0,1600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일아트Lv2(연구),5,1개월 0일,720,350000,0,0,0,0,0,0,0,1150000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,피부국가자격증,9,1개월 0일,2160,350000,0,0,0,0,0,0,0,1050000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,피부연구,3,1개월 0일,720,400000,0,0,0,0,0,0,0,600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,두피,5,1개월 0일,720,300000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,헤어국가자격증,5,1개월 0일,2880,200000,0,0,0,0,0,0,0,700000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,헤어연구,3,1개월 0일,2160,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,업스타일,3,1개월 0일,720,400000,0,0,0,0,0,0,0,800000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,강사마스터,3,1개월 0일,720,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,이용사국가,10,1개월 0일,1512,350000,0,0,0,0,0,0,0,1050000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,속눈썹연장,3,1개월 0일,720,300000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일아트살롱(실무),2,1개월 0일,720,400000,0,0,0,0,0,0,0,400000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일아트대회,3,1개월 0일,720,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,메이크업챠밍,1,1개월 1일,450,300000,0,0,0,0,0,0,0,300000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,메이크업국가(2),5,1개월 0일,2160,300000,0,0,0,0,0,0,0,1650000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,일러스트,5,1개월 0일,720,400000,0,0,0,0,0,0,0,400000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,요술드라이,20,1개월 0일,540,650000,0,0,0,0,0,0,0,650000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,요술아이롱,20,1개월 0일,540,650000,0,0,0,0,0,0,0,650000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,요술업스타일,20,1개월 0일,540,650000,0,0,0,0,0,0,0,650000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,커트고급,20,1개월 0일,480,600000,0,0,0,0,0,0,0,600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,펌/열펌(기초),20,1개월 0일,540,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,펌/열펌(고급),20,1개월 0일,540,600000,0,0,0,0,0,0,0,600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,염색심화,20,1개월 0일,480,600000,0,0,0,0,0,0,0,600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,업스타일(심화),20,1개월 0일,540,650000,0,0,0,0,0,0,0,650000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,속눈썹연장,20,1개월 0일,480,650000,0,0,0,0,0,0,0,650000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,가발중급,20,1개월 0일,480,550000,0,0,0,0,0,0,0,550000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,가발고급,20,1개월 0일,540,600000,0,0,0,0,0,0,0,600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,왁싱,20,1개월 0일,540,600000,0,0,0,0,0,0,0,600000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,메이크업살롱전문가,20,1개월 0일,540,550000,0,0,0,0,0,0,0,550000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,메이크업베이직,20,1개월 0일,540,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,에스테틱살롱전문가,20,1개월 0일,540,550000,0,0,0,0,0,0,0,550000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,에스테틱베이직,20,1개월 0일,540,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일아트살롱전문가,20,1개월 0일,540,550000,0,0,0,0,0,0,0,550000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일아트베이직,20,1개월 0일,540,500000,0,0,0,0,0,0,0,500000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,피부국가자격증(2),10,1개월 0일,2160,350000,0,0,0,0,0,0,0,850000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일국가자격증(2),10,1개월 0일,2160,300000,0,0,0,0,0,0,0,1150000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,메이크업국가자격증(3),10,1개월 0일,2268,300000,0,0,0,0,0,,0,2100000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,웨딩실무(2),10,1개월 0일,756,400000,0,0,0,0,0,,0,400000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,네일국가자격증,10,1개월 0일,2268,300000,0,0,0,0,0,0,0,1200000,14
학원,동부,엠비씨뷰티스쿨아카데미미용학원,대전광역시 중구 대종로 487   6층 (대흥동),(주)뷰티스쿨,042-254-2344,이·미용,메이크업국가자격증(1),10,1개월 0일,2268,300000,0,0,0,0,0,0,0,1720000,14
학원,동부,이상수학학원,대전광역시 대덕구 동춘당로114번길 11-17   4층 (송촌동),이상혁,042-632-1478,보습,수학(초),2,1개월 0일,1260,160000,0,0,0,0,0,0,0,160000,4
학원,동부,이상수학학원,대전광역시 대덕구 동춘당로114번길 11-17   4층 (송촌동),이상혁,042-632-1478,보습,수학(중),7,1개월 0일,1512,180000,0,0,0,0,0,0,0,180000,4
학원,동부,이상수학학원,대전광역시 대덕구 동춘당로114번길 11-17   4층 (송촌동),이상혁,042-632-1478,보습,수학(고),9,1개월 0일,1596,200000,0,0,0,0,0,0,0,200000,4
학원,동부,대전간호학원,대전광역시 중구 중앙로 161   3층 (은행동),주식회사 채움,042-257-2122,간호조무사,간호조무사자격증취득과정,32,10개월 0일,91200,2490000,0,0,0,0,0,0,0,2490000,21
학원,동부,다솔학원,대전광역시 중구 목동로 24   2층.3층 (목동),이승훈,042-256-0290,보습,수학(초),6,1개월 0일,1600,150000,0,0,0,0,0,0,0,150000,2
학원,동부,다솔학원,대전광역시 중구 목동로 24   2층.3층 (목동),이승훈,042-256-0290,보습,영어(초),6,1개월 0일,1600,150000,0,0,0,0,0,0,0,150000,2
학원,동부,다솔학원,대전광역시 중구 목동로 24   2층.3층 (목동),이승훈,042-256-0290,보습,수학(중),6,1개월 0일,1600,150000,0,0,0,0,0,0,0,150000,2
학원,동부,다솔학원,대전광역시 중구 목동로 24   2층.3층 (목동),이승훈,042-256-0290,보습,영어(중),6,1개월 0일,1600,150000,0,0,0,0,0,0,0,150000,2
학원,동부,다솔학원,대전광역시 중구 목동로 24   2층.3층 (목동),이승훈,042-256-0290,보습,수학(고),6,1개월 0일,1800,200000,0,0,0,0,0,0,0,200000,2
학원,동부,다솔학원,대전광역시 중구 목동로 24   2층.3층 (목동),이승훈,042-256-0290,보습,영어(고),6,1개월 0일,1800,200000,0,0,0,0,0,0,0,200000,2
학원,동부,송촌갈매음악학원,대전광역시 대덕구 동춘당로126번길 2   I-프라자 402호 (송촌동),최진아,042-345-4557,음악,음악(일반),30,1개월 0일,1000,90000,0,0,0,0,0,0,0,90000,1
학원,동부,송촌갈매음악학원,대전광역시 대덕구 동춘당로126번길 2   I-프라자 402호 (송촌동),최진아,042-345-4557,음악,음악(입시),0,1개월 0일,2000,200000,0,0,0,0,0,0,0,200000,1
학원,동부,유등음악학원,대전광역시 중구 태평로 169-1   3층 (태평동),김윤주,042-536-8125,음악,피아노초급,22,1개월 0일,1260,90000,0,0,0,0,0,0,0,90000,2
학원,동부,유등음악학원,대전광역시 중구 태평로 169-1   3층 (태평동),김윤주,042-536-8125,음악,피아노중급,22,1개월 0일,1260,100000,0,0,0,0,0,0,0,100000,2
학원,동부,유등음악학원,대전광역시 중구 태평로 169-1   3층 (태평동),김윤주,042-536-8125,음악,피아노고급,22,1개월 0일,1260,110000,0,0,0,0,0,0,0,110000,2
학원,동부,서재승스피치학원,대전광역시 대덕구 동춘당로48번길 15   1층 (송촌동),서재승,042-625-0425,웅변,스피치,10,1개월 0일,1200,168000,0,0,0,0,0,0,0,168000,2
학원,동부,서재승스피치학원,대전광역시 대덕구 동춘당로48번길 15   1층 (송촌동),서재승,042-625-0425,웅변,언어교정 및 특강,5,1개월 0일,1800,252000,0,0,0,0,0,0,0,252000,2
학원,동부,서재승스피치학원,대전광역시 대덕구 동춘당로48번길 15   1층 (송촌동),서재승,042-625-0425,웅변,면접특강,1,1개월 0일,2200,300000,0,0,0,0,0,0,0,300000,2
학원,동부,용전랄랄라음악학원,대전광역시 동구 계족로489번길 55  (용전동),최연진,042-624-7502,음악,바이엘,0,1개월 0일,1260,100000,0,0,0,0,0,0,0,100000,1
학원,동부,용전랄랄라음악학원,대전광역시 동구 계족로489번길 55  (용전동),최연진,042-624-7502,음악,체르니100,0,1개월 0일,1260,110000,0,0,0,0,0,0,0,110000,1
학원,동부,용전랄랄라음악학원,대전광역시 동구 계족로489번길 55  (용전동),최연진,042-624-7502,음악,체르니30,0,1개월 0일,1260,120000,0,0,0,0,0,0,0,120000,1
학원,동부,용전랄랄라음악학원,대전광역시 동구 계족로489번길 55  (용전동),최연진,042-624-7502,음악,체르니40,0,1개월 0일,1260,130000,0,0,0,0,0,0,0,130000,1
학원,동부,공예아카데미학원,"대전광역시 동구 우암로 297 , 2층",홍희영,042-222-2289,,의상,10,1개월 0일,2400,240000,0,0,0,0,0,0,0,240000,1
학원,동부,공예아카데미학원,"대전광역시 동구 우암로 297 , 2층",홍희영,042-222-2289,,한복,10,1개월 0일,2400,240000,0,0,0,0,0,0,0,240000,1
학원,동부,공예아카데미학원,"대전광역시 동구 우암로 297 , 2층",홍희영,042-222-2289,,양복,10,1개월 0일,2400,240000,0,0,0,0,0,0,0,240000,1
학원,동부,공예아카데미학원,"대전광역시 동구 우암로 297 , 2층",홍희영,042-222-2289,,의복수선,10,1개월 0일,2400,240000,0,0,0,0,0,0,0,240000,1
학원,동부,공예아카데미학원,"대전광역시 동구 우암로 297 , 2층",홍희영,042-222-2289,,홈패션,10,1개월 0일,2400,240000,0,0,0,0,0,0,0,240000,1
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,영어(초),15,1개월 0일,1025,160000,0,0,0,0,0,0,0,160000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,수학(초),15,1개월 0일,1025,160000,0,0,0,0,0,0,0,160000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,"국어,사회,과학(초)",15,1개월 0일,1025,160000,0,0,0,0,0,0,0,160000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,영어(중),15,1개월 0일,984,180000,0,0,0,0,0,0,0,180000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,수학(중),15,1개월 0일,984,180000,0,0,0,0,0,0,0,180000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,국어(중),15,1개월 0일,656,120000,0,0,0,0,0,0,0,120000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,영어(고),15,1개월 0일,1050,200000,0,0,0,0,0,0,0,200000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,수학(고),15,1개월 0일,1050,200000,0,0,0,0,0,0,0,200000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,"중학생영,수2과목반",15,1개월 0일,2016,340000,0,0,0,0,0,0,0,340000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,"고등영,수2과목반",15,0개월 0일,1890,360000,0,0,0,0,0,0,0,360000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,"영,국,사,과(초)",15,1개월 0일,1845,300000,0,0,0,0,0,0,0,300000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,과학(중),15,1개월 0일,656,100000,0,0,0,0,0,0,0,100000,6
학원,동부,황박사학원,"대전광역시 동구 신기로 84 , 501호 (가오동)",황규환,042-278-7800,입시,과학(고),15,1개월 0일,656,120000,0,0,0,0,0,0,0,120000,6
학원,동부,셀라음악학원,대전광역시 중구 산성로 108-25,손협,042-584-2967,음악,피아노(초급),30,1개월 0일,1260,100000,0,0,0,0,0,0,0,100000,1
학원,동부,셀라음악학원,대전광역시 중구 산성로 108-25,손협,042-584-2967,음악,피아노(중급),30,1개월 0일,1260,110000,0,0,0,0,0,0,0,110000,1
학원,동부,셀라음악학원,대전광역시 중구 산성로 108-25,손협,042-584-2967,음악,피아노(고급),30,1개월 0일,1260,120000,0,0,0,0,0,0,0,120000,1
학원,동부,애니포스미술학원,"대전광역시 중구 대종로 485 3층,4층",노완구,042-253-9799,미술,입시반,20,1개월 0일,4320,520000,0,0,0,0,0,0,0,520000,3
학원,동부,애니포스미술학원,"대전광역시 중구 대종로 485 3층,4층",노완구,042-253-9799,미술,예비반(고2),15,1개월 0일,3600,450000,0,0,0,0,0,0,0,450000,3
학원,동부,애니포스미술학원,"대전광역시 중구 대종로 485 3층,4층",노완구,042-253-9799,미술,예비반(고1),10,1개월 0일,2880,380000,0,0,0,0,0,0,0,380000,3
학원,동부,애니포스미술학원,"대전광역시 중구 대종로 485 3층,4층",노완구,042-253-9799,미술,중등반,5,1개월 0일,2160,280000,0,0,0,0,0,0,0,280000,3
학원,동부,애니포스미술학원,"대전광역시 중구 대종로 485 3층,4층",노완구,042-253-9799,미술,일반반,10,1개월 0일,2160,280000,0,0,0,0,0,0,0,280000,3
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,영어(초),10,1개월 0일,1050,150000,0,0,0,0,0,0,0,150000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,수학(초),10,1개월 0일,1050,130000,0,0,0,0,0,0,0,130000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,영어(중),10,1개월 0일,840,150000,0,0,0,0,0,0,0,150000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,수학(중),10,1개월 0일,840,150000,0,0,0,0,0,0,0,150000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,영어(고등),10,1개월 0일,1008,180000,0,0,0,0,0,,0,180000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,수학(고등),10,1개월 0일,1260,230000,0,0,0,0,0,,0,230000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,국어(고등),10,1개월 0일,840,150000,0,0,0,0,0,,0,150000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,국어(중등),10,1개월 0일,420,50000,0,0,0,0,0,,0,50000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,과학(중등),10,1개월 0일,420,50000,0,0,0,0,0,,0,50000,8
학원,동부,고려수학원,대전광역시 동구 계족로 114   4층 (대동),노도열최보배,042-282-6434,보습,사회(중등),10,1개월 0일,420,50000,0,0,0,0,0,,0,50000,8
학원,동부,시카고잉글리쉬학원,"대전광역시 대덕구 계족로598번길 16 , 4층 (법동)",김한나,042-623-2400,보습,영어(초),50,1개월 0일,1050,170000,0,0,0,0,0,,0,170000,2
학원,동부,시카고잉글리쉬학원,"대전광역시 대덕구 계족로598번길 16 , 4층 (법동)",김한나,042-623-2400,보습,영어(중),20,1개월 0일,1050,170000,0,0,0,0,0,,0,170000,2
학원,동부,시카고잉글리쉬학원,"대전광역시 대덕구 계족로598번길 16 , 4층 (법동)",김한나,042-623-2400,보습,영어(고),20,1개월 0일,756,150000,0,0,0,0,0,,0,150000,2
학원,동부,시카고잉글리쉬학원,"대전광역시 대덕구 계족로598번길 16 , 4층 (법동)",김한나,042-623-2400,보습,수학(초),30,1개월 0일,1050,150000,0,0,0,0,0,,0,150000,2
학원,동부,시카고잉글리쉬학원,"대전광역시 대덕구 계족로598번길 16 , 4층 (법동)",김한나,042-623-2400,보습,수학(중),20,1개월 0일,1050,150000,0,0,0,0,0,0,0,150000,2
학원,동부,시카고잉글리쉬학원,"대전광역시 대덕구 계족로598번길 16 , 4층 (법동)",김한나,042-623-2400,보습,수학(고),20,1개월 0일,756,150000,0,0,0,0,0,0,0,150000,2
학원,동부,감성이자라는음악학원,"대전광역시 동구 동대전로248번길 13 , 2층 (가양동)",황미란,042-634-8937,음악,피아노(초급),42,1개월 0일,945,100000,0,0,0,0,0,0,0,100000,0
학원,동부,감성이자라는음악학원,"대전광역시 동구 동대전로248번길 13 , 2층 (가양동)",황미란,042-634-8937,음악,피아노(중급),42,1개월 0일,945,110000,0,0,0,0,0,0,0,110000,0
학원,동부,감성이자라는음악학원,"대전광역시 동구 동대전로248번길 13 , 2층 (가양동)",황미란,042-634-8937,음악,피아노(고급),42,1개월 0일,945,120000,0,0,0,0,0,0,0,120000,0
학원,동부,감성이자라는음악학원,"대전광역시 동구 동대전로248번길 13 , 2층 (가양동)",황미란,042-634-8937,음악,피아노(기초),0,1개월 0일,945,90000,0,0,0,0,0,0,0,90000,0
학원,동부,감성이자라는음악학원,"대전광역시 동구 동대전로248번길 13 , 2층 (가양동)",황미란,042-634-8937,음악,피아노(주3회),0,1개월 0일,720,90000,0,0,0,0,0,0,0,90000,0
학원,동부,감성이자라는음악학원,"대전광역시 동구 동대전로248번길 13 , 2층 (가양동)",황미란,042-634-8937,음악,플루트,0,1개월 0일,756,100000,0,0,0,0,0,0,0,100000,0
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,한국사,1,1개월 0일,1440,100000,0,0,0,0,0,0,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,영어,1,1개월 0일,1440,100000,0,0,0,0,0,0,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,형법,1,1개월 0일,1440,100000,0,0,0,0,0,0,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,형사소송법,1,1개월 0일,1440,100000,0,0,0,0,0,0,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,경찰학개론,1,1개월 0일,1440,100000,0,0,0,0,0,,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,행정법,1,1개월 0일,1440,100000,0,0,0,0,0,,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,수사,1,1개월 0일,1440,100000,0,0,0,0,0,,0,100000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,종합반(1개월반),1,1개월 0일,7200,300000,0,0,0,0,0,,0,300000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,종합반(2개월반),1,2개월 0일,14400,550000,0,0,0,0,0,0,0,550000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,종합반(6개월반),1,6개월 0일,43200,1200000,0,0,0,0,0,0,0,1200000,8
학원,동부,중앙경찰학원,"대전광역시 중구 중앙로 141 , 11층 (선화동, NC백화점)",(주)중앙학원,042-242-9112,성인고시,종합반(1년회원제),1,12개월 0일,86400,1600000,0,0,0,0,0,0,0,1600000,8
